WB_ID,WB_KEY,WB_UPDATED,WB_STATUS,WB_TITLE,WB_GUESS1,WB_GUESS2,WB_GUESS3,WB_SCORE,NAME,NAME_LOCAL,NAME_ALT,WOE_NAME,GN_NAME,REGION
naturalEarth.1297,Richmond upon Thames|United Kingdom,7/21/2014 16:48:45,V,London Borough of Richmond upon Thames,London Borough of Richmond upon Thames,"Richmond, London",Richmond station (London),3.576153896,Richmond upon Thames,,,London Borough of Richmond upon Thames,Greater London,Greater London
naturalEarth.2720,Żejtun|Malta,7/21/2014 16:50:15,V,Żejtun,Żejtun,Malta,Malta national football team,3.575766698,Żejtun,,,Malta,Iz-Zejtun,Malta Xlokk
naturalEarth.3908,Takamaka|Seychelles,7/21/2014 16:51:26,V,"Takamaka, Seychelles","Takamaka, Seychelles",Takamaka,,3.571428582,Takamaka,,,Takamaka,Takamaka,
naturalEarth.1402,Warrington|United Kingdom,7/21/2014 16:48:50,V,Warrington,Warrington,Warrington Bank Quay railway station,Warrington Central railway station,3.565116777,Warrington,,,Warrington Borough,Borough of Warrington,North West
naturalEarth.2849,Rivière du Rempart|Mauritius,7/21/2014 16:50:23,V,Rivière du Rempart District,Rivière du Rempart District,Rivière du Rempart (river),Rivière du Rempart,3.564199385,Rivière du Rempart,,,Riviere du Rempart,Riviere du Rempart District,
naturalEarth.140,Tavush|Armenia,7/21/2014 16:47:23,V,Tavush Province,Tavush Province,Tavush (village),Rodoni Castle,3.563770239,Tavush,Տավուշ|Тавуш,Tavuš,Tavush,Tavushi Marz,
naturalEarth.2350,Valmiera|Latvia,7/21/2014 16:49:56,V,Valmiera,Valmiera,Valmiera District,BK Valmiera,3.561659414,Valmiera,,Wolmar,Valmiera,Valmieras Rajons,Vidzeme
naturalEarth.1264,Buckinghamshire|United Kingdom,7/21/2014 16:48:43,V,Buckinghamshire,Buckinghamshire,Buckinghamshire County Cricket Club,Buckinghamshire (UK Parliament constituency),3.561567724,Buckinghamshire,,,Buckinghamshire,Buckinghamshire,South East
naturalEarth.719,Rakahanga|Cook Islands,7/21/2014 16:47:58,V,Rakahanga,Rakahanga,Rakahanga (Cook Islands electorate),,3.560975656,Rakahanga,,,Rakahanga,,
naturalEarth.3660,Nitriansky|Slovakia,7/21/2014 16:51:13,V,Nitra Region,Nitra Region,Nitra,Nitra (river),3.552205656,Nitriansky,,Nitra,Nitriansky,Nitriansky kraj,
naturalEarth.1406,Stoke-on-Trent|United Kingdom,7/21/2014 16:48:50,V,Stoke-on-Trent,Stoke-on-Trent,City of Stoke-on-Trent Sixth Form College,Stoke-on-Trent railway station,3.549288372,Stoke-on-Trent,,,Stoke-on-Trent City,City of Stoke-on-Trent,West Midlands
naturalEarth.2853,Vacoas-Phoenix|Mauritius,7/21/2014 16:50:24,V,Vacoas-Phoenix,Vacoas-Phoenix,Plaines Wilhems District,AS de Vacoas-Phoenix,3.545046007,Vacoas-Phoenix,,,Vacoas,Plaines Wilhems District,
naturalEarth.1455,Cheshire East|United Kingdom,7/21/2014 16:48:54,V,Cheshire East,Cheshire East,Cheshire,Cheshire County Cricket Club,3.53984199,Cheshire East,,,Cheshire,Cheshire East,North West
naturalEarth.2697,Gżira|Malta,7/21/2014 16:50:13,V,Gżira,Gżira,Malta,Gżira United F.C.,3.533509269,Gżira,,,Malta,Il-Gzira,Malta Majjistral
naturalEarth.1092,Ostrobothnia|Finland,7/21/2014 16:48:29,V,Ostrobothnia (region),Ostrobothnia (region),Ostrobothnia (historical province),Pohjanmaa,3.533195457,Ostrobothnia,,Pohjanmaa|Österbotten,,Osterbotten,
naturalEarth.3639,Kolubarski|Republic of Serbia,7/21/2014 16:51:12,V,Kolubara District,Kolubara District,FK Kolubara,Kolubara,3.532509016,Kolubarski,Колубарски,Kolubara,Kolubarski,Kolubarski Okrug,
naturalEarth.2418,Malpils|Latvia,7/21/2014 16:49:59,V,Mālpils,Mālpils,Riga,ISO 3166-2:LV,3.52912129,Malpils,,,Riga,Malpils Novads,Riga
naturalEarth.2181,Lipljan|Kosovo,7/21/2014 16:49:47,V,Lipljan,Lipljan,Pristina,Komuna e Parisit,3.526371403,Lipljan,,,Pristina,Komuna e Lipjanit,Pristina
naturalEarth.2171,Leposavić|Kosovo,7/21/2014 16:49:46,V,Leposavić,Leposavić,"Mitrovica, Kosovo",Komuna e Parisit,3.522727277,Leposavić,,,Kosovska Mitrovica,Komuna e Leposaviqit,Kosovska Mitrovica
naturalEarth.2174,Srbica|Kosovo,7/21/2014 16:49:47,V,Skenderaj,Skenderaj,"Mitrovica, Kosovo",Komuna e Parisit,3.522727277,Srbica,,,Kosovska Mitrovica,Komuna e Skenderajt,Kosovska Mitrovica
naturalEarth.1042,Navarra|Spain,7/21/2014 16:48:25,V,Navarre,Navarre,Circuito de Navarra,Pabellón Universitario de Navarra,3.519470766,Navarra,,,Comunidad Foral de Navarra,Provincia de Navarra,Foral de Navarra
naturalEarth.2718,Fgura|Malta,7/21/2014 16:50:15,V,Fgura,Fgura,Malta,Fgura United F.C.,3.518210556,Fgura,,,Malta,Il-Fgura,Malta Xlokk
naturalEarth.2180,Priština|Kosovo,7/21/2014 16:49:47,V,Pristina,Pristina,District of Pristina,FC Prishtina,3.517924271,Priština,,,Pristina,Komuna e Prishtines,Pristina
naturalEarth.2187,Dragaš|Kosovo,7/21/2014 16:49:47,V,Dragaš,Dragaš,Prizren,Komuna e Parisit,3.517405543,Dragaš,,,Prizren,Komuna e Dragashit,Prizren
naturalEarth.2188,Suva Reka|Kosovo,7/21/2014 16:49:47,V,Suva Reka,Suva Reka,Prizren,Komuna e Parisit,3.517405543,Suva Reka,,,Prizren,Komuna e Therandes,Prizren
naturalEarth.2189,Mališevo|Kosovo,7/21/2014 16:49:48,V,Mališevo,Mališevo,Prizren,Komuna e Parisit,3.517405543,Mališevo,,,Prizren,Komuna e Malisheves,Prizren
naturalEarth.2190,Štimlje|Kosovo,7/21/2014 16:49:48,V,Štimlje,Štimlje,Prizren,Komuna e Parisit,3.517405543,Štimlje,,,Prizren,Komuna e Shtimes,Uroševac
naturalEarth.2192,Štrpce|Kosovo,7/21/2014 16:49:48,V,Štrpce,Štrpce,Prizren,Historical monuments in Štrpce,3.517405543,Štrpce,,,Prizren,Opstina Strpce,Uroševac
naturalEarth.2193,Kačanik|Kosovo,7/21/2014 16:49:48,V,Kačanik,Kačanik,Prizren,Komuna e Parisit,3.517405543,Kačanik,,,Prizren,Komuna e Kacanikut,Uroševac
naturalEarth.291,Antwerp|Belgium,7/21/2014 16:47:31,V,Antwerp,Antwerp,Antwerp (province),ModeMuseum Provincie Antwerpen,3.514457685,Antwerp,,Antwerpen,Antwerp,Provincie Antwerpen,Flemish
naturalEarth.2185,Kosovska Kamenica|Kosovo,7/21/2014 16:49:47,V,Kosovska Kamenica,Kosovska Kamenica,Gnjilane,Kamenica,3.513062512,Kosovska Kamenica,,,Gnjilane,Opstina Kamenica,Gnjilane
naturalEarth.2153,Gwangju|South Korea,7/21/2014 16:49:45,V,Gwangju,Gwangju,Gwangju Station,Kanghaju,3.512534759,Gwangju,광주광역시,Kwangju|Kwangju-gwangyoksi,,Gwangju,
naturalEarth.4376,Zaporizhzhya|Ukraine,7/21/2014 16:51:50,V,Zaporizhia,Zaporizhia,Zaporizhia Oblast,Zaporizhia International Airport,3.511910701,Zaporizhzhya,,Saporoshje|Zaporizhia|Zaporiz'ka Oblast'|Zaporojie|Zaporozhskaya Oblast'|Zaporozh'ye|Zaporožje,Zaporizhzhya,Zaporiz'ka Oblast',
naturalEarth.429,Zenica-Doboj|Bosnia and Herzegovina,7/21/2014 16:47:39,V,Zenica-Doboj Canton,Zenica-Doboj Canton,Federation of Bosnia and Herzegovina,Kanton,3.51,Zenica-Doboj,,Federation of Bosnia and Herzegovina,Zeničko-dobojski Kanton,Zenicko-Dobojski Kanton,Federacija Bosna i Hercegovina
naturalEarth.1157,Haute-Vienne|France,7/21/2014 16:48:34,V,Haute-Vienne,Haute-Vienne,Limousin dialect,Arrondissements of the Haute-Vienne department,3.51,Haute-Vienne,,Lemosin,Haute-Vienne,Departement de la Haute-Vienne,Limousin
naturalEarth.1722,Sumatera Selatan|Indonesia,7/21/2014 16:49:08,V,South Sumatra,South Sumatra,Palembang Bank Sumsel Babel,Muba Hangtuah Indonesia Muda Sumatera Selatan,3.51,Sumatera Selatan,,Sumsel,Sumatera Selatan,Provinsi Sumatera Selatan,
naturalEarth.2596,Radovis|Macedonia,7/21/2014 16:50:09,V,Radoviš,Radoviš,Stari radovi,,3.51,Radovis,,,Radovis,Opstina Radovis,Eastern
naturalEarth.2776,Nikšic|Montenegro,7/21/2014 16:50:17,V,Nikšić,Nikšić,Tahir Niksic,,3.51,Nikšic,,,Nikšic,Opstina Niksic,
naturalEarth.3892,Baie Sainte Anne|Seychelles,7/21/2014 16:51:26,V,Baie Sainte Anne,Baie Sainte Anne,"Baie-Sainte-Anne, New Brunswick",,3.51,Baie Sainte Anne,,,Baie Ste. Anne,Baie Sainte Anne,
naturalEarth.2694,St. Julian's|Malta,7/21/2014 16:50:13,V,St. Julian's,St. Julian's,Malta,Saint Julian (album),3.503206149,St. Julian's,,,Malta,Saint Julian,Malta Majjistral
naturalEarth.257,Şahbuz|Azerbaijan,7/21/2014 16:47:29,V,Shahbuz District,Shahbuz District,Şahbuz,,3.502666703,Şahbuz,,Shakhbuz,,Shahbuz Rayon,Naxçıvan Autonomous Republic
naturalEarth.4625,Limpopo|South Africa,7/21/2014 16:52:07,V,Limpopo,Limpopo,Regiment Westelike Provinsie,Blue Bulls,3.496909238,Limpopo,,Noordelike Provinsie|Northern Transvaal|Northern Province,Limpopo,Limpopo,
naturalEarth.2165,Istok|Kosovo,7/21/2014 16:49:46,V,Istok,Istok,Gjakova,Komuna e Parisit,3.484319161,Istok,,,Đakovica,Komuna e Istogut,Peć
naturalEarth.3427,Arkhangel'sk|Russia,7/21/2014 16:50:53,V,Arkhangelsk,Arkhangelsk,Vologda Oblast,List of Russian federal subjects by GRP,3.480801198,Arkhangel'sk,Вологодская область,Vologodskaya Oblast,Arkhangel'sk,Arkhangel'skaya Oblast',Northwestern
naturalEarth.1028,Gipuzkoa|Spain,7/21/2014 16:48:23,V,Gipuzkoa,Gipuzkoa,Basque Country (autonomous community),Clásicos de la Provincia,3.479767451,Gipuzkoa,,,País Vasco,Provincia de Guipuzcoa,País Vasco
naturalEarth.373,Vratsa|Bulgaria,7/21/2014 16:47:35,V,Vratsa,Vratsa,Vratsa Province,"Kriva Bara, Vratsa Province",3.469197059,Vratsa,Враца,Vraca,Vratsa,Oblast Vratsa,
naturalEarth.1372,Orkney|United Kingdom,7/21/2014 16:48:49,V,Orkney,Orkney,"Mainland, Orkney","Elgin, Moray",3.468013206,Orkney,,Elgin,Orkney,Orkney Islands,Highlands and Islands
naturalEarth.2684,Mellieħa|Malta,7/21/2014 16:50:13,V,Mellieħa,Mellieħa,Malta,Mellieħa S.C.,3.465083018,Mellieħa,,,Malta,Il-Mellieha,Malta Majjistral
naturalEarth.1275,Cambridgeshire|United Kingdom,7/21/2014 16:48:43,V,Cambridgeshire,Cambridgeshire,Cambridgeshire County Cricket Club,Cambridgeshire (UK Parliament constituency),3.462670892,Cambridgeshire,,,Cambridgeshire,Cambridgeshire,East
naturalEarth.2069,Okinawa|Japan,7/21/2014 16:49:40,V,Okinawa Prefecture,Okinawa Prefecture,Battle of Okinawa,Okinawa Prefectural Peace Memorial Museum,3.457275658,Okinawa,沖縄県,,Okinawa,Okinawa-ken,Okinawa
naturalEarth.1308,Newry and Mourne|United Kingdom,7/21/2014 16:48:45,V,Newry and Mourne District Council,Newry and Mourne District Council,Mourne (Northern Ireland Parliament constituency),Mourne Mountains,3.456638298,Newry and Mourne,,Mourne,Newry and Mourne,Newry and Mourne District,Northern Ireland
naturalEarth.2731,Qrendi|Malta,7/21/2014 16:50:15,V,Qrendi,Qrendi,Qrendi F.C.,Malta,3.452128987,Qrendi,,,Malta,Il-Qrendi,Malta Xlokk
naturalEarth.2166,Klina|Kosovo,7/21/2014 16:49:46,V,Klina,Klina,Gjakova,Klina (river),3.448201131,Klina,,,Đakovica,Komuna e Klines,Peć
naturalEarth.2412,Jurmala|Latvia,7/21/2014 16:49:59,V,Jūrmala,Jūrmala,Riga,FK Daugava (2003),3.442164789,Jurmala,,,Riga,Jurmala,Riga
naturalEarth.1304,Belfast|United Kingdom,7/21/2014 16:48:45,V,Belfast,Belfast,Belfast City Council,Queen's University Belfast,3.433062561,Belfast,,,Belfast,City of Belfast,Northern Ireland
naturalEarth.1364,Suffolk|United Kingdom,7/21/2014 16:48:48,V,Suffolk,Suffolk,"Suffolk County, New York",Suffolk County Cricket Club,3.418576524,Suffolk,,,Suffolk,Suffolk,East
naturalEarth.2796,Dundgovi|Mongolia,7/21/2014 16:50:20,V,Dundgovi Province,Dundgovi Province,"Erdenedalai, Dundgovi","Luus, Dundgovi",3.415959052,Dundgovi,,Central Gobi|Dunda Gobi|Dundgobi|Dundgov'|Middle Gobi|Dundgow'|Mittelgobi|G¢bi Central,Dundgovi,Dundgovi Aymag,
naturalEarth.391,New Providence|The Bahamas,7/21/2014 16:47:37,V,New Providence,New Providence,"New Providence, New Jersey",New Providence (horse),3.415742619,New Providence,,,New Providence,New Providence District,
naturalEarth.3749,Podlehnik|Slovenia,7/21/2014 16:51:20,V,Podlehnik,Podlehnik,"Zakl, Podlehnik",,3.414615404,Podlehnik,,,,Obcina Podlehnik,Podravska
naturalEarth.1400,Eilean Siar|United Kingdom,7/21/2014 16:48:50,V,Outer Hebrides,Outer Hebrides,Hebrides,Comhairle nan Eilean Siar,3.409084957,Eilean Siar,,Western Isles,Eilean Siar,Eilean Siar,Highlands and Islands
naturalEarth.1330,Cornwall|United Kingdom,7/21/2014 16:48:47,V,Cornwall,Cornwall,Roman Catholic Diocese of Quimper,Geography of Cornwall,3.406381102,Cornwall,,Cornouailles|Cornovaglia|Cornualha|Cornualles|Cornwall and Isles of Scilly,Cornwall and Isles of Scilly,Isles of Scilly,South West
naturalEarth.4209,Kinmen|Taiwan,7/21/2014 16:51:45,V,Kinmen,Kinmen,Battle of Guningtou,List of accidents and incidents involving airliners by airline (P–Z),3.403388849,Kinmen,,Chinmen|Jinmen,Kinmen,Kinmen,Fujian Province
naturalEarth.262,Şəki|Azerbaijan,7/21/2014 16:47:29,V,"Shaki, Azerbaijan","Shaki, Azerbaijan",Shaki District,Saky,3.400000021,Şəki,,,Şəki,Saki Sahari,Shaki-Zaqatala Economic Region
naturalEarth.660,Bafing|Ivory Coast,7/21/2014 16:47:55,V,Bafing (Ivory Coast),Bafing (Ivory Coast),Bafing River,,3.400000021,Bafing,,,Bafing,Bafing,
naturalEarth.996,Shamal Sina'|Egypt,7/21/2014 16:48:20,V,North Sinai Governorate,North Sinai Governorate,Shamall,Sinas,3.399403272,Shamal Sina',,Shamal Sina|Nord Sinaï|North Sinai|Sina ash-Shamālīyah|Sinai ash Shamālīya,Shamal Sina',Muhafazat Shamal Sina',
naturalEarth.1182,Moselle|France,7/21/2014 16:48:37,V,Moselle,Moselle,Moselle (river),"Lorena, São Paulo",3.396226466,Moselle,,Lorena,Moselle,Departement de la Moselle,Lorraine
naturalEarth.4287,Mbale|Uganda,7/21/2014 16:51:46,V,Mbale,Mbale,Mbale District,"Mbale, Kenya",3.394615412,Mbale,,,Mbale,Mbale District,Eastern
naturalEarth.374,Kyustendil|Bulgaria,7/21/2014 16:47:36,V,Kyustendil,Kyustendil,Kyustendil Province,"Church of St George, Kyustendil",3.390355351,Kyustendil,Кюстендил,Keustendil|Kjustendil,Kyustendil,Oblast Kyustendil,
naturalEarth.3238,Valenzuela|Philippines,7/21/2014 16:50:42,V,"Valenzuela, Philippines","Valenzuela, Philippines",Juan Carlos Valenzuela,Fernando Valenzuela,3.383399189,Valenzuela,,,,,National Capital Region
naturalEarth.2851,Rodrigues|Mauritius,7/21/2014 16:50:24,V,Rodrigues,Rodrigues,Garry Mendes Rodrigues,J. P. Rodrigues,3.377574325,Rodrigues,,,Rodrigues,Rodrigues,
naturalEarth.283,Hainaut|Belgium,7/21/2014 16:47:30,V,Hainaut (province),Hainaut (province),"Moustier, Hainaut",County of Hainaut,3.375674901,Hainaut,,Henegouwen,Hainaut,Province du Hainaut,Walloon
naturalEarth.4059,Lautem|East Timor,7/21/2014 16:51:37,V,Lautém District,Lautém District,Ad. Lautem,Distrito Nacional,3.37089683,Lautem,,,Lautem,Distrito Lautem,
naturalEarth.1327,Ceredigion|United Kingdom,7/21/2014 16:48:47,V,Ceredigion,Ceredigion,Ceredigion (Assembly constituency),"Drefach, Ceredigion",3.35702503,Ceredigion,,Cardiganshire,Ceredigion County,County of Ceredigion,East Wales
naturalEarth.1391,Nottingham|United Kingdom,7/21/2014 16:48:50,V,Nottingham,Nottingham,Trent Bridge,Nottingham railway station,3.356337091,Nottingham,,,Nottingham City,City of Nottingham,East Midlands
naturalEarth.1343,Lancashire|United Kingdom,7/21/2014 16:48:48,V,Lancashire,Lancashire,Lancashire County Cricket Club,Rugby League War of the Roses,3.354725063,Lancashire,,,Lancashire,Lancashire,North West
naturalEarth.3638,Grad Beograd|Republic of Serbia,7/21/2014 16:51:12,V,Belgrade,Belgrade,Belgrade Nikola Tesla Airport,Kombank Arena,3.352900839,Grad Beograd,Београд,Belgrade,Grad Beograd,Belgrade,
naturalEarth.1086,Lapland|Finland,7/21/2014 16:48:29,V,Lapland (Finland),Lapland (Finland),Laponia (historical province of Finland),Lapland (former province of Finland),3.352011037,Lapland,,Lapin lääni|Lappi|Laponia|Lapônia|Laponie|Lappland|Lapplands län,Lapland,Lappland,
naturalEarth.4624,Mpumalanga|South Africa,7/21/2014 16:52:07,V,Mpumalanga,Mpumalanga,Transvaal Province,Falcons (rugby team),3.347303374,Mpumalanga,,Eastern Transvaal,Mpumalanga,Mpumalanga,
naturalEarth.1551,Ayion Oros|Greece,7/21/2014 16:48:58,V,Mount Athos,Mount Athos,Paiko,Athos Dimoulas,3.333017409,Ayion Oros,Όρος Άθως,Mount Athos|Holy Mountain,Ayion Oros,Mount Athos,Macedonia
naturalEarth.1793,South Tipperary|Ireland,7/21/2014 16:49:14,V,South Tipperary,South Tipperary,Tipperary,Tipperary GAA,3.325237486,South Tipperary,,Tiobraid Árann,Tipperary,Tipperary South Riding,South-East
naturalEarth.2433,Erglu|Latvia,7/21/2014 16:50:01,V,Ērgļi Municipality,Ērgļi Municipality,Valmiera,Siege of Wolmar,3.319997147,Erglu,,Wolmar,Valmiera,Erglu Novads,Vidzeme
naturalEarth.3622,Srednje-Banatski|Republic of Serbia,7/21/2014 16:51:11,V,Central Banat District,Central Banat District,Banatski Dvor,Banatski Despotovac,3.315833383,Srednje-Banatski,Средњебанатски,Central Banat,Srednje-Banatski,Srednje Banatski Okrug,
naturalEarth.4525,Hải Phòng|Vietnam,7/21/2014 16:52:00,V,Haiphong,Haiphong,Hai Phong University,Hai Phong Railway Station,3.307604273,Hải Phòng,,Hai Phong,Hải Phòng,Thanh Pho Hai Phong,Đồng Bằng Sông Hồng
naturalEarth.2343,Jekabpils|Latvia,7/21/2014 16:49:55,V,Jēkabpils,Jēkabpils,Battle of Jakobstadt,,3.301538487,Jekabpils,,Jakobstadt,Jekabpils,Jekabpils,Zemgale
naturalEarth.1206,Vaucluse|France,7/21/2014 16:48:39,V,Vaucluse,Vaucluse,Electoral district of Vaucluse,"Vaucluse, New South Wales",3.300123543,Vaucluse,,Provenza-Alpes-Costa de Azul,Vaucluse,Departement du Vaucluse,Provence-Alpes-Côte-d'Azur
naturalEarth.3743,Oplotnica|Slovenia,7/21/2014 16:51:19,V,Oplotnica,Oplotnica,"Koritno, Oplotnica","Prihova, Oplotnica",3.299444427,Oplotnica,,,,Obcina Oplotnica,Podravska
naturalEarth.3219,Davao|Philippines,7/21/2014 16:50:41,V,Davao City,Davao City,Davao Region,Francisco Bangoy International Airport,3.291848239,Davao,,,,Davao City,Davao (Region XI)
naturalEarth.1354,Torfaen|United Kingdom,7/21/2014 16:48:48,V,Torfaen,Torfaen,Torfaen (UK Parliament constituency),Torfaen (Assembly constituency),3.287615581,Torfaen,,,Torfaen County Borough,County Borough of Torfaen,East Wales
naturalEarth.80,Durrës|Albania,7/21/2014 16:47:18,V,Durrës,Durrës,Durr,DUR,3.281911508,Durrës,,Durresi|Durrsi|Durazzo,Durrës,Qarku i Tiranes,
naturalEarth.1809,North Tipperary|Ireland,7/21/2014 16:49:16,V,North Tipperary,North Tipperary,County Tipperary,Tipperary GAA,3.279807944,North Tipperary,,Tiobraid Árann,Tipperary,Tipperary North Riding,Mid-West
naturalEarth.1550,Kentriki Makedonia|Greece,7/21/2014 16:48:58,V,Central Macedonia,Central Macedonia,Macedonia (Greece),Makedonia Palace,3.277056652,Kentriki Makedonia,Κεντρική Μακεδονία,Macedonia Central,Kentriki Makedonia,Central Macedonia,
naturalEarth.1389,Leicester|United Kingdom,7/21/2014 16:48:50,V,Leicester,Leicester,Grace Road,Leicester railway station,3.272260732,Leicester,,,Leicester City,City of Leicester,East Midlands
naturalEarth.4356,Rivne|Ukraine,7/21/2014 16:51:48,V,Rivne,Rivne,Rivne Oblast,Rivne Nuclear Power Plant,3.270860782,Rivne,,Rovno|Rivnens'ka Oblast'|Rovenskaya Oblast',Rivne,Rivnens'ka Oblast',
naturalEarth.380,Shumen|Bulgaria,7/21/2014 16:47:36,V,Shumen,Shumen,Shumen Province,Shumen Municipality,3.268100357,Shumen,Шумен,Kolarovgrad|Šumla|Šumen,Shumen,Oblast Shumen,
naturalEarth.3931,Salt Cay|Turks and Caicos Islands,7/21/2014 16:51:28,V,"Salt Cay, Turks Islands","Salt Cay, Turks Islands",List of islands of the Bahamas,Salt Cay,3.266666695,Salt Cay,,,Salt Cay,,
naturalEarth.741,Valle del Cauca|Colombia,7/21/2014 16:48:00,V,Valle del Cauca Department,Valle del Cauca Department,"Florida, Valle del Cauca","Chicoral, Valle del Cauca",3.262571825,Valle del Cauca,,Valle,Valle del Cauca,Departamento del Valle del Cauca,
naturalEarth.3731,Podvelka|Slovenia,7/21/2014 16:51:19,V,Podvelka,Podvelka,"Brezno, Podvelka","Rdeči Breg, Podvelka",3.256666673,Podvelka,,,,Obcina Podvelka,Koroška
naturalEarth.2177,Glogovac|Kosovo,7/21/2014 16:49:47,V,Glogovac,Glogovac,Pristina,Glogovac (Bogatić),3.253644152,Glogovac,,,Pristina,Komuna e Drenasit,Pristina
naturalEarth.1208,Vienne|France,7/21/2014 16:48:39,V,Vienne,Vienne,"Vienne, Isère",Vienne (river),3.251162797,Vienne,,,Vienne,Departement de la Vienne,Poitou-Charentes
naturalEarth.1346,Flintshire|United Kingdom,7/21/2014 16:48:48,V,Flintshire,Flintshire,Flintshire (historic),Flintshire Coalfield,3.247053627,Flintshire,,,Flintshire County,County of Flintshire,West Wales and the Valleys
naturalEarth.992,Qina|Egypt,7/21/2014 16:48:20,V,Qena,Qena,Qena Governorate,Quena,3.246451197,Qina,,Kena|Qena|Quena,Qina,Muhafazat Qina,
naturalEarth.1249,Edinburgh|United Kingdom,7/21/2014 16:48:41,V,Edinburgh,Edinburgh,Edinburgh Airport,Edinburgh Waverley railway station,3.245832777,Edinburgh,,Édimbourg|Edimburgo,City of Edinburgh,City of Edinburgh,Eastern
naturalEarth.1365,Norfolk|United Kingdom,7/21/2014 16:48:49,V,Norfolk,Norfolk,"Norfolk, Virginia",Norfolk County Cricket Club,3.236051142,Norfolk,,,Norfolk,Norfolk,East
naturalEarth.3621,Južno-Banatski|Republic of Serbia,7/21/2014 16:51:11,V,South Banat District,South Banat District,Banatski Sokolac,Banatski Karlovac,3.232686923,Južno-Banatski,Јужнобанатски,South Banat,Južno-Banatski,Juzhno Banatski Okrug,
naturalEarth.3628,Severno-Banatski|Republic of Serbia,7/21/2014 16:51:11,V,North Banat District,North Banat District,Banatski Monoštor,Banatski Dvor,3.232686923,Severno-Banatski,Севернобанатски,North Banat,Severno-Banatski,Severno Banatski Okrug,
naturalEarth.2691,Għargħur|Malta,7/21/2014 16:50:13,V,Għargħur,Għargħur,Malta,Għargħur F.C.,3.230478898,Għargħur,,,Malta,Hal Gharghur,Malta Majjistral
naturalEarth.1408,Kent|United Kingdom,7/21/2014 16:48:51,V,Kent,Kent,Kent County Cricket Club,Kent county cricket teams,3.227811068,Kent,,,Kent,Kent,South East
naturalEarth.1252,Scottish Borders|United Kingdom,7/21/2014 16:48:42,V,Scottish Borders,Scottish Borders,"Bowden, Scottish Borders","Roberton, Scottish Borders",3.227780457,Scottish Borders,,The Borders,The Scottish Borders,The Scottish Borders,Eastern
naturalEarth.3312,Hamgyŏng-namdo|North Korea,7/21/2014 16:50:45,V,South Hamgyong Province,South Hamgyong Province,Hamgyŏng dialect,Hamgyŏng Line,3.227626202,Hamgyŏng-namdo,함경남도,South Hamgyong|Kankyo Nan-do,Hamgyŏng-namdo,Hamnam,
naturalEarth.615,Arica y Parinacota|Chile,7/21/2014 16:47:52,V,Arica y Parinacota Region,Arica y Parinacota Region,Morro de Arica,Arica,3.20450728,Arica y Parinacota,,,Arica y Parinacota,Region de Arica y Parinacota,
naturalEarth.2197,Mubarak Al-Kabeer|Kuwait,7/21/2014 16:49:48,V,Mubarak Al-Kabeer Governorate,Mubarak Al-Kabeer Governorate,"Mubarak Al-Kabeer, Kuwait",Mubarak Al-Kabeer Hospital,3.199999973,Mubarak Al-Kabeer,,,Mubarak Al-Kabeer,Muhafazat Mubarak al Kabir,
naturalEarth.1294,Kensington and Chelsea|United Kingdom,7/21/2014 16:48:45,V,Royal Borough of Kensington and Chelsea,Royal Borough of Kensington and Chelsea,Kensington and Chelsea (UK Parliament constituency),Greater London,3.188333343,Kensington and Chelsea,,,Royal Borough of Kensington and Chelsea,Greater London,Greater London
naturalEarth.4338,Kween|Uganda,7/21/2014 16:51:47,V,Kween District,Kween District,Khuen people,Kapchorwa,3.186,Kween,,,Kapchorwa,Kween District,Eastern
naturalEarth.650,Tianjin|China,7/21/2014 16:47:55,V,Tianjin,Tianjin,Tianjin Binhai International Airport,"Shuanggang, Tianjin",3.182769516,Tianjin,天津|天津,Tiānjīn,Tianjin,Tianjin Shi,North China
naturalEarth.3643,Jablanicki|Republic of Serbia,7/21/2014 16:51:12,V,Jablanica District,Jablanica District,Jablan,"Jablanica, Bosnia and Herzegovina",3.181354827,Jablanicki,Јабланички,Jablanica,Jablanicki,Jablanicki Okrug,Jablanički
naturalEarth.626,Maule|Chile,7/21/2014 16:47:53,V,Maule Region,Maule Region,"Maule, Chile",Maule River,3.177176523,Maule,,VII,Maule,Region del Maule,
naturalEarth.2331,Kraslavas|Latvia,7/21/2014 16:49:55,V,Krāslava,Krāslava,Armands Celitāns,Independent Jewish Workers Party,3.173076521,Kraslavas,,,Kraslava,Kraslavas Rajons,Latgale
naturalEarth.3787,Markovci|Slovenia,7/21/2014 16:51:21,V,Markovci,Markovci,"Borovci, Markovci","Bukovci, Markovci",3.171847829,Markovci,,,,Obcina Markovci,Podravska
naturalEarth.169,Jervis Bay Territory|Australia,7/21/2014 16:47:25,V,Jervis Bay Territory,Jervis Bay Territory,Jervis Bay Airport,Jervis Bay,3.150294123,Jervis Bay Territory,,,Jervis Bay,Australian Capital Territory,
naturalEarth.1280,Derby|United Kingdom,7/21/2014 16:48:43,V,Derby,Derby,Derby railway station,"County Cricket Ground, Derby",3.144543636,Derby,,,Derby City,City of Derby,East Midlands
naturalEarth.3758,Vransko|Slovenia,7/21/2014 16:51:20,V,Vransko,Vransko,"Prapreče, Vransko","Čreta, Vransko",3.141842097,Vransko,,,,Obcina Vransko,Savinjska
